HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3RSDURM96B0G1PEKJVMPCJABWSOEYE,A1HAHIWC3YXBW7,Approved,Wed Jul 09 18:15:55 GMT 2014,Wed Jul 09 20:30:08 GMT 2014,Thu Jul 10 20:30:08 GMT 2014,2014/07/09 22:54:23 +0000,,,8053,100% (1/1),100% (1/1),0% (0/0),1249208,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3S4AW7T80CWE9OASBALM9PWOAORL4O,AR2XN75XH62CS,Approved,Wed Jul 09 18:16:54 GMT 2014,Wed Jul 09 18:23:02 GMT 2014,Thu Jul 10 18:23:02 GMT 2014,2014/07/09 22:54:33 +0000,,,368,100% (1/1),100% (1/1),0% (0/0),5694074,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3TPWUS5F8AFXFMZ683Y61YPS08DCWM,A27LGC4MU1R7PQ,Approved,Wed Jul 09 18:24:48 GMT 2014,Wed Jul 09 18:46:01 GMT 2014,Thu Jul 10 18:46:01 GMT 2014,2014/07/09 22:54:42 +0000,,,1273,100% (1/1),100% (1/1),0% (0/0),2657062,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3TS1AR6UQRSPSJIFRXGVHOBE4UUF7W,A1W642DZKSARRI,Approved,Wed Jul 09 18:16:47 GMT 2014,Wed Jul 09 18:22:07 GMT 2014,Thu Jul 10 18:22:07 GMT 2014,2014/07/09 22:54:32 +0000,,,320,100% (1/1),100% (1/1),0% (0/0),4842493,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3TS1AR6UQRSPSJIFRXGVHOBE4UW7FQ,AHJQDF8PAHVDP,Approved,Wed Jul 09 18:24:21 GMT 2014,Wed Jul 09 21:01:29 GMT 2014,Thu Jul 10 21:01:29 GMT 2014,2014/07/09 22:54:24 +0000,,,9428,100% (1/1),100% (1/1),0% (0/0),5497390,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3TXWC2NHN042A7BUCEEE2JLZOACS94,A2YPWT2UKHWRN0,Approved,Wed Jul 09 18:15:42 GMT 2014,Wed Jul 09 20:03:51 GMT 2014,Thu Jul 10 20:03:51 GMT 2014,2014/07/09 22:54:44 +0000,,,6489,100% (1/1),100% (1/1),0% (0/0),8474734,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3VJ40NV2QJ16WUSF332M9ECALTLTOJ,A2NFKOH8HAAL1P,Approved,Wed Jul 09 19:35:39 GMT 2014,Wed Jul 09 22:14:50 GMT 2014,Thu Jul 10 22:14:50 GMT 2014,2014/07/09 22:54:24 +0000,,,9551,100% (1/1),100% (1/1),0% (0/0),1261599,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3WEV0KO0ON6EDXOBOUJGOF4PFVSDS7,A32VLTWRJ1EP5T,Approved,Wed Jul 09 18:15:42 GMT 2014,Wed Jul 09 18:23:08 GMT 2014,Thu Jul 10 18:23:08 GMT 2014,2014/07/09 22:54:33 +0000,,,446,100% (1/1),100% (1/1),0% (0/0),5602176,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3WJ1OXY92BUYW66QQMM9HNWIIYO8A0,A2AAY4VT9L71SY,Approved,Wed Jul 09 18:15:41 GMT 2014,Wed Jul 09 18:20:07 GMT 2014,Thu Jul 10 18:20:07 GMT 2014,2014/07/09 22:54:32 +0000,,,266,100% (1/1),100% (1/1),0% (0/0),1502333,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3Y5140Z9DYUY8GO5ORGXK7FRKGSPI4,A2DB5PGPTMYVSD,Approved,Wed Jul 09 18:17:39 GMT 2014,Wed Jul 09 18:23:00 GMT 2014,Thu Jul 10 18:23:00 GMT 2014,2014/07/09 22:54:33 +0000,,,321,100% (1/1),100% (1/1),0% (0/0),8464516,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3YJ6NA41JCUU3R8B691XW8URXVHPJG,A10ATSOWHLJ98L,Approved,Wed Jul 09 18:17:43 GMT 2014,Wed Jul 09 18:28:14 GMT 2014,Thu Jul 10 18:28:14 GMT 2014,2014/07/09 22:54:34 +0000,,,631,100% (1/1),100% (1/1),0% (0/0),3975930,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3018Q3ZVOJ44EBLMPVS984RN948RAK,A274NFT93QPBGL,Submitted,Tue Jul 15 20:23:13 GMT 2014,Tue Jul 15 20:27:31 GMT 2014,Wed Jul 16 13:27:31 PDT 2014,,,,258,0% (0/0),0% (0/0),0% (0/0),785310,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3Y5140Z9DYUY8GO5ORGXK7FRLUPPIU,A1T2VMIY43RTHI,Submitted,Tue Jul 15 20:24:43 GMT 2014,Tue Jul 15 20:28:14 GMT 2014,Wed Jul 16 13:28:14 PDT 2014,,,,211,0% (0/0),0% (0/0),0% (0/0),9495816,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,39N5ACM9HF15XFV2KXAK7EGO242P9B,A1B518JGQXTOS4,Submitted,Tue Jul 15 20:23:49 GMT 2014,Tue Jul 15 20:28:23 GMT 2014,Wed Jul 16 13:28:23 PDT 2014,,,,274,0% (0/0),0% (0/0),0% (0/0),7689727,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3LJ7UR74RIR4XODDNN11MH0DGXO4NZ,A3H9A9RWEEL8FY,Submitted,Tue Jul 15 20:24:27 GMT 2014,Tue Jul 15 20:29:12 GMT 2014,Wed Jul 16 13:29:12 PDT 2014,,,,285,0% (0/0),0% (0/0),0% (0/0),7809156,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,35K3O9HUACRA1YXPE5U1NY3VRVVEF7,A24H1L0C3EOH6K,Submitted,Tue Jul 15 20:24:38 GMT 2014,Tue Jul 15 20:29:51 GMT 2014,Wed Jul 16 13:29:51 PDT 2014,,,,313,0% (0/0),0% (0/0),0% (0/0),604440,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3ERET4BTVNN4MOYM755CBXUP8UWK95,A24ZKEJTS1O4IW,Submitted,Tue Jul 15 20:25:11 GMT 2014,Tue Jul 15 20:29:57 GMT 2014,Wed Jul 16 13:29:57 PDT 2014,,,,286,0% (0/0),0% (0/0),0% (0/0),5681791,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,37UQDCYH6Y9EOG45RCLZZAE0T2G7V3,A1X694KH1K1EFR,Submitted,Tue Jul 15 20:26:13 GMT 2014,Tue Jul 15 20:29:59 GMT 2014,Wed Jul 16 13:29:59 PDT 2014,,,,226,0% (0/0),0% (0/0),0% (0/0),6097468,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3LEP4MGT3HEFWB79D8XLYQUPCL3DBW,A1G4QQQTDANOM9,Submitted,Tue Jul 15 20:29:57 GMT 2014,Tue Jul 15 20:30:00 GMT 2014,Wed Jul 16 13:30:00 PDT 2014,,,,3,0% (0/0),0% (0/0),0% (0/0),851945,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,392CY0QWG25CJN2MQ7O9H94WUYU4IJ,AQ36OBO2GRA00,Submitted,Tue Jul 15 20:23:40 GMT 2014,Tue Jul 15 20:30:13 GMT 2014,Wed Jul 16 13:30:13 PDT 2014,,,,393,0% (0/0),0% (0/0),0% (0/0),2085358,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3ZR9AIQJUCN1CSL6MHZ3B54084C40N,A1W5DXF9WUML48,Submitted,Tue Jul 15 20:25:15 GMT 2014,Tue Jul 15 20:30:25 GMT 2014,Wed Jul 16 13:30:25 PDT 2014,,,,310,0% (0/0),0% (0/0),0% (0/0),9017836,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,35DR22AR5EYORM8DPFJRAEZ54B1X3Q,A2T1U1QJ4CLFHO,Submitted,Tue Jul 15 20:24:20 GMT 2014,Tue Jul 15 20:30:30 GMT 2014,Wed Jul 16 13:30:30 PDT 2014,,,,370,0% (0/0),0% (0/0),0% (0/0),4568812,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3137ONMDKHJGFYTKPP0J5J37SAVEG6,A4NUJN9VSJC3W,Submitted,Tue Jul 15 20:24:40 GMT 2014,Tue Jul 15 20:30:30 GMT 2014,Wed Jul 16 13:30:30 PDT 2014,,,,350,0% (0/0),0% (0/0),0% (0/0),8263576,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3Q5C1WP23NFJF0AOW5MDU2TODSD15S,AKX5RHHO8BIUX,Submitted,Tue Jul 15 20:25:50 GMT 2014,Tue Jul 15 20:29:55 GMT 2014,Wed Jul 16 13:29:55 PDT 2014,,,,245,0% (0/0),0% (0/0),0% (0/0),1774583,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,30BXRYBRP5BOWUAMUVC7CPM8EEDHWO,A30YUB0WTMKX73,Submitted,Tue Jul 15 20:25:31 GMT 2014,Tue Jul 15 20:30:10 GMT 2014,Wed Jul 16 13:30:10 PDT 2014,,,,279,0% (0/0),0% (0/0),0% (0/0),8423692,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3IJXV6UZ1YXJKT4K1JKMP2F6MCDRIO,A1EGJ0KJG2QFB4,Submitted,Tue Jul 15 20:24:30 GMT 2014,Tue Jul 15 20:30:25 GMT 2014,Wed Jul 16 13:30:25 PDT 2014,,,,355,0% (0/0),0% (0/0),0% (0/0),2374950,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3EG49X351VQNO5VV8HHPHHBPE23X6W,AM6N8Q3QMD09P,Submitted,Tue Jul 15 20:24:31 GMT 2014,Tue Jul 15 20:30:33 GMT 2014,Wed Jul 16 13:30:33 PDT 2014,,,,362,0% (0/0),0% (0/0),0% (0/0),8270913,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3ZSY5X72NYPTGFFNZEXR9ZBSYLCROJ,A21U6G1X4KJRQQ,Submitted,Tue Jul 15 20:25:34 GMT 2014,Tue Jul 15 20:30:37 GMT 2014,Wed Jul 16 13:30:37 PDT 2014,,,,303,0% (0/0),0% (0/0),0% (0/0),9096926,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,35LDD5557BIJT8HGWE9HGJ098T3KM4,A3MZ9RQJX9T656,Submitted,Tue Jul 15 20:26:50 GMT 2014,Tue Jul 15 20:30:59 GMT 2014,Wed Jul 16 13:30:59 PDT 2014,,,,249,0% (0/0),0% (0/0),0% (0/0),8767331,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,32SCWG5HIIIIFWT4MQ78N4PMC3U6PH,A1M03U3W99BGZ4,Submitted,Tue Jul 15 20:23:36 GMT 2014,Tue Jul 15 20:30:59 GMT 2014,Wed Jul 16 13:30:59 PDT 2014,,,,443,0% (0/0),0% (0/0),0% (0/0),6701358,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3OE22WJIGJ2OHJKKILK03FTCKLYUQY,A1R48T3EPOIG93,Submitted,Tue Jul 15 20:25:57 GMT 2014,Tue Jul 15 20:31:12 GMT 2014,Wed Jul 16 13:31:12 PDT 2014,,,,315,0% (0/0),0% (0/0),0% (0/0),3579989,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3NL0RFNU0G13PISAQA9LUPJ9M2J4KU,A3BY2WDCY8YLDE,Submitted,Tue Jul 15 20:23:59 GMT 2014,Tue Jul 15 20:31:18 GMT 2014,Wed Jul 16 13:31:18 PDT 2014,,,,439,0% (0/0),0% (0/0),0% (0/0),9223210,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3MD9PLUKKJSK0L128GRRGDDMHSQZN5,A1QP4I4LGECWZV,Submitted,Tue Jul 15 20:24:31 GMT 2014,Tue Jul 15 20:31:26 GMT 2014,Wed Jul 16 13:31:26 PDT 2014,,,,415,0% (0/0),0% (0/0),0% (0/0),6284235,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3W2LOLRXLCTAQOU81M5Y2IUJEG2KRS,A3442ARLI0822W,Submitted,Tue Jul 15 20:27:40 GMT 2014,Tue Jul 15 20:31:17 GMT 2014,Wed Jul 16 13:31:17 PDT 2014,,,,217,0% (0/0),0% (0/0),0% (0/0),2569381,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3XIQGXAUMDM6S590RRMHNVBL9DNX7V,A3F5PIRBEASC5W,Submitted,Tue Jul 15 20:24:56 GMT 2014,Tue Jul 15 20:31:19 GMT 2014,Wed Jul 16 13:31:19 PDT 2014,,,,383,0% (0/0),0% (0/0),0% (0/0),6717266,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3IX2EGZR7CXFF4OQJ15M13U6ZR2RJ0,A20H0JHSC0K14P,Submitted,Tue Jul 15 20:24:27 GMT 2014,Tue Jul 15 20:31:34 GMT 2014,Wed Jul 16 13:31:34 PDT 2014,,,,427,0% (0/0),0% (0/0),0% (0/0),7880102,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3HMVI3QICK6HHOK877RA5ZRH8XI1Y9,A1SQ385J95FIOQ,Submitted,Tue Jul 15 20:23:25 GMT 2014,Tue Jul 15 20:31:45 GMT 2014,Wed Jul 16 13:31:45 PDT 2014,,,,500,0% (0/0),0% (0/0),0% (0/0),4342669,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3KAKFY4PGVGR1RJIQTJQ74CQGYXI3B,A2ZDZND093J4BB,Submitted,Tue Jul 15 20:25:22 GMT 2014,Tue Jul 15 20:31:53 GMT 2014,Wed Jul 16 13:31:53 PDT 2014,,,,391,0% (0/0),0% (0/0),0% (0/0),3004301,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,33L7PJKHCHC3B25ZWMDQCSMA714T8U,A1E5EGG6LH0LQ2,Submitted,Tue Jul 15 20:23:37 GMT 2014,Tue Jul 15 20:32:03 GMT 2014,Wed Jul 16 13:32:03 PDT 2014,,,,506,0% (0/0),0% (0/0),0% (0/0),3017596,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3TE22NPXPCQIBG375IM5N8UDPGS443,A3CGBLXKSG8NEN,Submitted,Tue Jul 15 20:26:16 GMT 2014,Tue Jul 15 20:32:26 GMT 2014,Wed Jul 16 13:32:26 PDT 2014,,,,370,0% (0/0),0% (0/0),0% (0/0),1572786,,
37PGLWGSJTKVA5TVLX6N06Y9QJDIK6,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Tue Jul 15 20:22:07 GMT 2014,200,BatchId:1604488;,10800,86400,Tue Jul 29 20:22:07 GMT 2014,,,3P529IW9KZZO747HVRH50TTF0SXFLW,A1PNOIIYIW9NYA,Submitted,Tue Jul 15 20:26:30 GMT 2014,Tue Jul 15 20:32:30 GMT 2014,Wed Jul 16 13:32:30 PDT 2014,,,,360,0% (0/0),0% (0/0),0% (0/0),2974021,,
